,id,first_name,last_name,email,gender,Age,Number.of.Orders_1,Value.of.Orders_1,Weekend.Orders_1,Number.of.Orders_2,Value.of.Orders_2,Weekend.Orders_2,Number.of.Orders_3,Value.of.Orders_3,Weekend.Orders_3,Offers.Availed,Location,Customer.Importance,PredClass
896,896,Sutton,Lademann,slademannov@vk.com,Male,33,33,7410,0.7,1,4002,0.8,28,3718,1,0.7,560003,2,2
897,897,Aldus,Childerley,achilderleyow@blogs.com,Male,56,5,8401,0.1,1,4026,0.3,23,2131,0.7,0.3,560008,1,1
898,898,Antin,Gudd,aguddox@latimes.com,Male,93,1,5473,0.5,12,7411,0.5,44,500,0.6,0.2,560010,1,1
899,899,Warner,Ludewig,wludewigoy@jalbum.net,Male,55,46,9017,0.4,30,7828,0.8,48,7520,0.3,0.1,560003,3,3
900,900,Wood,Wanden,wwandenoz@instagram.com,Male,77,47,4044,0.1,16,9293,0.6,7,9973,0.6,0.4,560004,2,2
901,901,Bettye,Wabersich,bwabersichp0@phpbb.com,Female,90,12,234,0.6,3,7508,0.6,43,6966,0.9,0.5,560007,1,1
902,902,Mandie,Zorro,mzorrop1@github.com,Female,32,37,3990,0.5,27,2359,0.4,40,1860,0.3,0.1,560005,1,1
903,903,Maynord,Amoore,mamoorep2@google.com.hk,Male,38,11,743,0.5,25,4367,1,44,1788,0,0.1,560007,1,1
904,904,Edsel,Ibbett,eibbettp3@webs.com,Male,72,42,1816,0.9,41,9760,0.2,10,7480,0.4,0.8,560003,2,2
905,905,Blair,Shiliton,bshilitonp4@yellowbook.com,Male,99,5,9389,0.3,9,2707,0.2,17,6880,1,0.5,560010,1,1
906,906,Tanya,Juden,tjudenp5@biblegateway.com,Female,43,19,5545,0.2,11,3987,0.6,23,1299,0.8,0.1,560000,1,1
907,907,Avrom,Janny,ajannyp6@elpais.com,Male,60,43,142,0.7,45,4358,0.6,32,353,0.1,0.4,560000,1,1
908,908,Sterling,Lightoller,slightollerp7@dropbox.com,Male,47,22,9536,0.8,31,7193,0.1,1,3136,0.7,0.6,560006,2,2
909,909,Mort,Grigoryev,mgrigoryevp8@livejournal.com,Male,19,5,3559,0.4,36,5233,0.8,18,8674,0.1,0.5,560007,2,2
910,910,Vita,Lortzing,vlortzingp9@thetimes.co.uk,Female,63,14,5796,0.2,3,7138,0.6,20,226,0.8,0.2,560005,1,1
911,911,Waring,Stilly,wstillypa@loc.gov,Male,59,8,7644,0.7,48,1211,1,0,1275,1,0.2,560010,1,1
912,912,Nara,Oxborrow,noxborrowpb@illinois.edu,Female,98,11,414,0.8,41,4842,0.4,41,2637,0.1,0.8,560005,2,2
913,913,Dorolisa,Lardge,dlardgepc@fotki.com,Female,71,29,1195,0.8,17,7988,0.4,4,3687,0.7,0.3,560005,1,1
914,914,Ileane,Di Biasio,idibiasiopd@scientificamerican.com,Female,95,14,7750,0.9,20,2357,0.4,5,9507,0.8,0.4,560004,1,1
915,915,Mick,Buckingham,mbuckinghampe@simplemachines.org,Male,74,2,3666,0.6,22,465,0,8,6974,0.1,0.4,560003,1,1
916,916,Blinnie,Kattenhorn,bkattenhornpf@histats.com,Female,19,23,4936,0.9,39,2012,0.3,41,671,0,0.7,560006,1,1
917,917,Tess,Stanwix,tstanwixpg@scientificamerican.com,Female,58,15,1674,1,37,3946,0.2,37,2267,0.3,0.8,560010,1,1
918,918,Kinnie,Hubbucks,khubbucksph@sohu.com,Male,22,4,5848,0.8,3,9510,0.6,9,1479,0.7,0.1,560009,1,1
919,919,Benjamen,Christofe,bchristofepi@squarespace.com,Male,84,35,9596,0.8,0,8799,0.1,16,9242,0.4,0.3,560000,2,2
920,920,Claudian,Grindrod,cgrindrodpj@businesswire.com,Male,19,4,2409,0.1,43,2809,0.1,11,3633,0.7,0.3,560008,1,1
921,921,Gustaf,Vanyukhin,gvanyukhinpk@wired.com,Male,63,27,1241,0.5,48,7721,0.3,17,6255,0.5,0.9,560007,2,2
922,922,Kristoffer,Trevna,ktrevnapl@hugedomains.com,Male,48,30,8153,0.7,45,4319,0.6,16,1188,0.1,0.7,560007,2,2
923,923,Essy,Birds,ebirdspm@cbc.ca,Female,67,17,4421,0.8,10,6694,0.6,31,7853,0.3,0.6,560001,2,2
924,924,Michell,Iashvili,miashvilipn@fc2.com,Female,91,22,8816,0.5,38,930,0.4,18,7942,0.4,0.4,560008,2,2
925,925,Cly,Dabel,cdabelpo@boston.com,Male,83,40,816,0.9,39,7302,0.2,7,8574,0.8,0.4,560003,2,2
926,926,Mozelle,Pontain,mpontainpp@google.ca,Female,84,37,4771,0.3,36,9226,0.7,20,4165,1,0,560003,2,2
927,927,Martica,Sheerin,msheerinpq@google.com,Female,99,49,5811,0.2,21,6076,0.4,17,6559,0.9,0.7,560001,2,2
928,928,Mela,Hathorn,mhathornpr@sciencedaily.com,Female,75,10,1188,0.9,44,8219,0.2,41,2101,0,0.4,560004,2,2
929,929,Berget,De Paoli,bdepaolips@narod.ru,Female,28,21,121,1,24,6360,0.6,48,7287,0.7,0.4,560008,2,2
930,930,Otho,Winram,owinrampt@woothemes.com,Male,74,37,1162,0.7,0,5556,0.2,25,5913,0.7,0.7,560004,1,2
931,931,Daryn,Ochterlony,dochterlonypu@ezinearticles.com,Female,21,33,2263,0.5,19,6356,0.4,48,5817,0.2,0.2,560007,2,2
932,932,Adan,Ullett,aullettpv@hatena.ne.jp,Female,62,39,8171,0.9,14,6593,0.4,34,5851,0.5,0.4,560006,2,2
933,933,Stevie,MacKeague,smackeaguepw@php.net,Male,29,31,9495,0.1,24,625,0.2,20,1907,0.3,0.5,560001,2,2
934,934,Hank,Goullee,hgoulleepx@google.fr,Male,33,41,2780,0.3,25,5381,0.6,20,2427,0.1,1,560000,1,2
935,935,Valida,Buddock,vbuddockpy@reddit.com,Female,68,47,7940,0.3,23,5429,0.4,12,8769,0.1,0.3,560002,3,2
936,936,Clair,Spedroni,cspedronipz@list-manage.com,Male,23,39,9254,0.2,4,2612,0.9,6,5441,0.6,0.5,560000,2,2
937,937,Gayelord,Sidnall,gsidnallq0@friendfeed.com,Male,45,49,4734,0.7,6,6676,0.7,50,9730,0.7,0,560003,3,2
938,938,Pamella,Fowle,pfowleq1@vkontakte.ru,Female,22,23,4059,0.3,0,9931,0.3,2,2527,0.8,0.4,560008,1,1
939,939,Marlena,Birchall,mbirchallq2@tamu.edu,Female,40,20,6402,0.7,21,9349,0.8,29,8291,0.3,0,560002,2,2
940,940,Gay,Conneau,gconneauq3@1688.com,Male,38,9,8623,0.6,5,5485,0.7,35,1695,0.8,0.6,560000,1,1
941,941,Stephenie,Heathcote,sheathcoteq4@ftc.gov,Female,47,8,3420,0.6,11,8236,0,34,7023,0.9,0.8,560000,2,2
942,942,Witty,Glaserman,wglasermanq5@huffingtonpost.com,Male,87,0,3883,0.8,40,7819,0.6,41,700,0.7,0.9,560007,2,2
943,943,Lisbeth,Backhurst,lbackhurstq6@yahoo.co.jp,Female,37,18,1860,0.8,50,7657,0.5,33,6741,0.9,0.6,560002,3,2
944,944,Doralynn,Normanell,dnormanellq7@vkontakte.ru,Female,55,19,897,0.3,18,6588,0.8,15,9454,0.2,0.3,560009,1,2
945,945,Janice,Weedon,jweedonq8@ustream.tv,Female,40,24,2419,0.8,40,3984,0,15,9592,0.3,0.6,560008,2,1
946,946,Billy,Ramsted,bramstedq9@xing.com,Male,40,18,8278,0.8,28,4023,0.2,26,9552,1,0.4,560010,2,2
947,947,Olivie,Dast,odastqa@de.vu,Female,78,8,5468,0.9,16,5882,0.6,1,4798,0.4,0.3,560002,1,1
948,948,Nevin,Krook,nkrookqb@twitpic.com,Male,75,39,4571,0.9,2,3222,0,8,971,0.2,0.5,560003,1,1
949,949,Zeke,Robbs,zrobbsqc@google.nl,Male,39,12,6892,0.1,34,8407,0.1,16,8354,0.8,0.5,560008,2,2
950,950,Gaston,Whitton,gwhittonqd@de.vu,Male,69,0,3469,0.5,47,1240,1,3,628,0.6,0.7,560000,1,1
951,951,Lucie,Wandtke,lwandtkeqe@bizjournals.com,Female,60,8,6985,0.8,3,2269,0.6,19,7441,0.5,0.1,560010,1,1
952,952,Bev,Mance,bmanceqf@moonfruit.com,Male,48,18,5777,0.9,14,6384,0.9,29,2498,0.7,0.6,560004,1,1
953,953,Burch,Gabitis,bgabitisqg@whitehouse.gov,Male,72,45,2009,1,24,7027,0.9,19,2128,0.8,0,560006,1,2
954,954,Janel,Bowditch,jbowditchqh@123-reg.co.uk,Female,96,45,1077,0.2,2,884,0.3,18,6232,0.6,0.8,560001,1,1
955,955,Boris,Lavery,blaveryqi@dagondesign.com,Male,61,40,8466,0.5,42,4301,0.7,5,8702,0,0.6,560004,2,2
956,956,Adda,Zavattieri,azavattieriqj@alexa.com,Female,88,42,594,0.5,18,8841,0.7,22,5434,0.6,0.6,560007,1,2
957,957,Caressa,Hastilow,chastilowqk@yelp.com,Female,58,42,1263,0.8,14,9261,0.9,8,8818,0.8,0.3,560005,1,2
958,958,Meg,Milvarnie,mmilvarnieql@rambler.ru,Female,86,3,2638,0.6,14,6099,0.6,48,9935,0.8,0.8,560005,2,2
959,959,Waldemar,Bonder,wbonderqm@kickstarter.com,Male,53,44,4510,0.9,31,2631,0.2,50,3416,0.9,0.5,560000,2,2
960,960,Yehudi,Ennion,yennionqn@prlog.org,Male,68,36,5250,0.3,41,8548,0.3,0,7124,0,0.2,560004,2,2
961,961,Nichols,Cambden,ncambdenqo@bluehost.com,Male,84,43,6834,0.6,18,7261,1,39,3285,0.3,0.4,560002,2,2
962,962,Jermaine,Smees,jsmeesqp@tmall.com,Male,22,11,9146,0.1,25,8621,0.4,8,9056,0.6,0.9,560000,2,1
963,963,Adria,Richin,arichinqq@sina.com.cn,Female,79,9,9439,0.8,14,704,0.4,11,1350,0.3,0.5,560006,1,1
964,964,Lou,Styles,lstylesqr@shinystat.com,Female,43,33,3616,0.6,5,7000,0.2,20,749,1,1,560007,1,1
965,965,Barclay,Dupree,bdupreeqs@admin.ch,Male,72,17,4308,0.3,26,9915,0.2,10,8854,0.5,0.9,560007,2,1
966,966,Franklin,Giblin,fgiblinqt@shop-pro.jp,Male,52,41,8116,1,20,3356,0.4,22,5621,0.4,0,560006,2,2
967,967,Carolin,Hadwick,chadwickqu@usgs.gov,Female,40,10,9910,1,6,2352,0.2,28,4472,0.7,0.2,560008,1,1
968,968,Megan,Viant,mviantqv@illinois.edu,Female,89,25,7425,0.8,37,9400,0.5,35,3275,0.3,0.9,560008,3,2
969,969,Amory,Lemmens,alemmensqw@aol.com,Male,46,11,4049,0,24,8294,0.7,46,1941,0.2,0.7,560000,2,1
970,970,Rozalin,Whipple,rwhippleqx@dot.gov,Female,78,4,2852,0.5,14,7772,0.1,27,7947,0.1,0.4,560006,2,2
971,971,Dory,Whitmarsh,dwhitmarshqy@amazonaws.com,Female,83,46,4734,0.6,42,2277,0.8,14,4199,0.1,0.4,560008,2,1
972,972,Hali,Foley,hfoleyqz@scribd.com,Female,88,4,5541,1,2,7152,0.1,28,2246,0.4,0.3,560005,1,1
973,973,Laird,Begbie,lbegbier0@elegantthemes.com,Male,24,22,5137,0.3,4,1509,0.4,6,1401,0.2,0.7,560001,1,1
974,974,Godart,Insley,ginsleyr1@goo.gl,Male,77,10,9579,0.6,50,5039,0.7,41,5664,0.3,0.2,560003,2,2
975,975,Andres,Absalom,aabsalomr2@soundcloud.com,Male,61,15,8786,0.4,2,3569,0,22,4471,0.2,1,560005,1,1
976,976,Michale,Harraway,mharrawayr3@whitehouse.gov,Male,20,2,8916,0.6,44,2901,0.9,38,6893,0.9,1,560008,2,1
977,977,Bronnie,Jaskiewicz,bjaskiewiczr4@cnet.com,Male,67,32,540,0.6,43,782,0.5,31,3006,0.2,0.4,560006,1,1
978,978,Jermaine,Gilloran,jgilloranr5@e-recht24.de,Female,29,2,6502,0,40,3590,0.5,41,2588,0.1,0.8,560002,1,1
979,979,Kara-lynn,Whiff,kwhiffr6@discovery.com,Female,49,5,1905,0.3,41,7761,0.3,19,1474,0.5,0.8,560006,2,2
980,980,Zedekiah,Liversage,zliversager7@paypal.com,Male,43,8,6715,0.6,49,4596,0.3,49,2214,0.3,0.8,560006,2,2
981,981,Northrop,Beyer,nbeyerr8@weibo.com,Male,32,46,400,1,30,339,0.8,33,3404,0.5,0.1,560010,1,1
982,982,Anna-diana,Messam,amessamr9@istockphoto.com,Female,53,21,4406,0.2,37,2242,0.8,27,8300,0.5,0.9,560004,2,2
983,983,Tito,Pendre,tpendrera@privacy.gov.au,Male,100,1,2075,0.8,30,9739,0.7,43,3439,0,0.7,560002,2,2
984,984,Bernadette,Loudian,bloudianrb@last.fm,Female,40,19,267,0.4,24,6909,0.3,50,6041,0.1,0.2,560000,2,2
985,985,Arty,Richen,arichenrc@ox.ac.uk,Male,56,38,6964,0.6,27,1490,0.5,6,8150,0.6,0.5,560003,2,2
986,986,Michael,Mates,mmatesrd@alexa.com,Male,87,30,2983,0.7,43,6474,0.1,21,9553,0.4,0.1,560002,2,2
987,987,Tobin,Matusov,tmatusovre@goodreads.com,Male,55,16,9257,0.7,2,7081,0.9,4,7701,0.2,0.8,560006,1,1
988,988,Brand,Hanscom,bhanscomrf@github.com,Male,69,14,9953,0.4,6,982,0.7,33,8395,0.5,0.9,560005,2,2
989,989,Dotty,Tilling,dtillingrg@ebay.com,Female,94,38,1945,0.9,48,9919,0.6,31,8235,0.8,0.7,560005,3,2
990,990,Ky,Selwin,kselwinrh@cpanel.net,Male,86,45,7226,0.1,33,7966,0,19,8064,1,0.7,560005,3,2
991,991,Josephine,Cappel,jcappelri@de.vu,Female,21,41,9566,0.9,21,7051,0.3,1,624,0.8,0.1,560003,2,2
992,992,Tonya,Turfrey,tturfreyrj@army.mil,Female,73,41,7009,0.8,12,5809,0.2,28,6534,0.6,0.5,560010,2,3
993,993,Gretchen,Bartolomivis,gbartolomivisrk@hibu.com,Female,64,12,4977,0.2,44,3621,0.8,32,1258,0.8,0.1,560009,1,1
994,994,Mario,Sambells,msambellsrl@sohu.com,Male,78,28,7405,0.7,19,5212,0.3,42,7257,0.1,0.7,560000,3,2
995,995,Jule,Dursley,jdursleyrm@china.com.cn,Male,21,47,9119,0,40,8561,0.4,23,9057,0.6,0.3,560009,3,3
996,996,Fletcher,Crus,fcrusrn@washington.edu,Male,24,24,3231,0.7,27,5661,0.3,31,5909,0.3,0,560003,2,2
997,997,Ginger,Stringer,gstringerro@blog.com,Male,18,20,6875,0.6,33,667,0.8,19,6024,0.3,0.8,560009,1,2
998,998,Joyous,Treher,jtreherrp@cyberchimps.com,Female,49,4,5905,0,19,3202,0,16,9823,0.1,0.2,560002,1,1
999,999,Silvano,Angear,sangearrq@latimes.com,Male,79,5,5659,0.2,10,4507,0.7,49,3005,0.9,0.7,560005,1,1
1000,1000,Tamra,Shillaber,tshillaberrr@people.com.cn,Female,70,34,9114,0.2,37,1893,0.2,12,9392,0.3,0.7,560002,2,2
