"","id","first_name","last_name","email","gender","transaction_per_year","discount_ratio","no_of_transactions","time_in_system","churned","predict"
"266",266,"Ruth","Nguyen","rnguyen7d@over-blog.com","Female",237088,0.2,9,9,0,0.489151634157853
"267",267,"Mark","Dunn","mdunn7e@amazon.com","Male",201879,0.3,14,9,0,0.494813058620095
"268",268,"Gerald","Ray","gray7f@gmpg.org","Male",280042,0,8,11,0,0.477527942076141
"269",269,"Michelle","Snyder","msnyder7g@bandcamp.com","Female",156134,0.8,13,4,1,0.516968361478092
"270",270,"Julie","Austin","jaustin7h@istockphoto.com","Female",70450,0.8,13,12,1,0.448696510994706
"271",271,"Marie","Kelley","mkelley7i@harvard.edu","Female",91936,0.8,5,6,0,0.485307631059863
"272",272,"Diane","Larson","dlarson7j@usgs.gov","Female",444686,0.6,13,4,0,0.522821729333526
"273",273,"Lillian","Henry","lhenry7k@instagram.com","Female",321840,1,17,4,1,0.515612354939305
"274",274,"Ruth","Ray","rray7l@ifeng.com","Female",63576,0.8,11,8,0,0.479436566891074
"275",275,"Karen","Johnston","kjohnston7m@ebay.com","Female",432259,0.7,6,4,0,0.506031781809393
"276",276,"Jesse","Rivera","jrivera7n@symantec.com","Male",188393,0.3,10,7,1,0.504672050723825
"277",277,"Jesse","Morgan","jmorgan7o@qq.com","Male",404309,0.4,19,11,1,0.481731385599588
"278",278,"Walter","Bishop","wbishop7p@ameblo.jp","Male",172753,1,19,6,0,0.503087249898456
"279",279,"Dorothy","Bailey","dbailey7q@mtv.com","Female",80388,0.8,14,6,1,0.502110346977643
"280",280,"Matthew","Mendoza","mmendoza7r@joomla.org","Male",199479,0.2,8,4,0,0.530552338007955
"281",281,"Philip","Daniels","pdaniels7s@sohu.com","Male",379851,0.4,15,8,0,0.500264562486462
"282",282,"Steven","Gray","sgray7t@msu.edu","Male",136153,0.5,8,8,1,0.484970060475521
"283",283,"Pamela","Williams","pwilliams7u@businessinsider.com","Female",429656,0.1,10,8,1,0.502227961319426
"284",284,"Benjamin","Watkins","bwatkins7v@craigslist.org","Male",178335,0,9,6,1,0.523060459837201
"285",285,"Linda","Castillo","lcastillo7w@clickbank.net","Female",369857,0.5,8,4,0,0.517871833049829
"286",286,"Diane","Morrison","dmorrison7x@house.gov","Female",388792,0.2,16,8,1,0.509784623743303
"287",287,"Alan","Lynch","alynch7y@cocolog-nifty.com","Male",133355,0.3,20,7,1,0.523614653439417
"288",288,"Arthur","James","ajames7z@trellian.com","Male",457369,0.3,15,9,0,0.495019679684055
"289",289,"Albert","Castillo","acastillo80@imageshack.us","Male",139774,1,5,12,1,0.425659671227685
"290",290,"Benjamin","Andrews","bandrews81@photobucket.com","Male",263341,0.8,19,12,0,0.458601267860049
"291",291,"Helen","Morris","hmorris82@google.fr","Female",301123,0.2,20,6,1,0.534992670888483
"292",292,"Ruby","Bowman","rbowman83@reverbnation.com","Female",153053,0.3,8,7,0,0.501183223226817
"293",293,"Phillip","Nichols","pnichols84@newyorker.com","Male",198034,0.9,14,12,1,0.445870596368079
"294",294,"Julia","Turner","jturner85@naver.com","Female",205646,0.2,19,6,0,0.533751373090725
"295",295,"Jacqueline","Garrett","jgarrett86@weebly.com","Female",131365,0.1,12,11,0,0.482064402220516
"296",296,"Eric","Crawford","ecrawford87@squarespace.com","Male",192331,0.8,17,3,1,0.532772228182366
"297",297,"Larry","Watson","lwatson88@icq.com","Male",385967,0.4,16,10,0,0.484877211577207
"298",298,"Kimberly","Lynch","klynch89@fema.gov","Female",144103,0.2,20,10,0,0.501595043910754
"299",299,"Denise","Mitchell","dmitchell8a@sun.com","Female",286647,0.8,13,5,0,0.507521200177821
"300",300,"Donald","Cruz","dcruz8b@weibo.com","Male",452093,0.6,17,3,1,0.538811758056923
"301",301,"Kathy","Grant","kgrant8c@cargocollective.com","Female",118799,0.6,15,7,1,0.502836611605916
"302",302,"Keith","Nguyen","knguyen8d@ask.com","Male",293964,0.2,5,9,0,0.481349176019991
"303",303,"Kathryn","Castillo","kcastillo8e@1und1.de","Female",147321,0.9,11,4,1,0.509448402976175
"304",304,"Albert","Nguyen","anguyen8f@liveinternet.ru","Male",339900,0.6,14,11,0,0.465135305450332
"305",305,"Nicole","Burton","nburton8g@drupal.org","Female",443079,0.2,11,9,0,0.491536997440707
"306",306,"Fred","Hansen","fhansen8h@mashable.com","Male",384316,0.3,19,12,0,0.477117028835624
"307",307,"Aaron","Dunn","adunn8i@ibm.com","Male",143933,0.9,7,5,0,0.493432386578069
"308",308,"Michelle","Snyder","msnyder8j@ebay.com","Female",260942,0.1,7,6,1,0.514949360946666
"309",309,"Elizabeth","Williamson","ewilliamson8k@epa.gov","Female",85106,0.2,18,6,0,0.53267213776901
"310",310,"Alan","Reyes","areyes8l@discovery.com","Male",191450,0.8,17,8,1,0.489761736955353
"311",311,"Joe","Mills","jmills8m@spotify.com","Male",349069,1,14,3,0,0.518463509525001
"312",312,"Robin","Young","ryoung8n@elpais.com","Female",473233,0.8,14,4,1,0.516776606167055
"313",313,"Kenneth","Hunt","khunt8o@upenn.edu","Male",239362,0.2,19,9,0,0.507723645777925
"314",314,"Bonnie","Nguyen","bnguyen8p@psu.edu","Female",164501,0.8,6,6,0,0.486697082528416
"315",315,"Charles","Carpenter","ccarpenter8q@shinystat.com","Male",214097,0.2,18,7,0,0.523234818031543
"316",316,"David","Rose","drose8r@tinyurl.com","Male",426289,0,10,4,0,0.540522285397234
"317",317,"Jennifer","Rice","jrice8s@oracle.com","Female",452179,0.7,11,3,0,0.523799570496391
"318",318,"Joe","Gilbert","jgilbert8t@sphinn.com","Male",59349,0.2,5,11,0,0.465659769338883
"319",319,"Harold","Butler","hbutler8u@gizmodo.com","Male",305035,1,18,4,1,0.51757969107785
"320",320,"Ashley","Rose","arose8v@instagram.com","Female",257469,0.5,12,12,0,0.457207342390967
"321",321,"Kenneth","Young","kyoung8w@gravatar.com","Male",114619,0.7,14,11,1,0.462732416394415
"322",322,"George","Kelley","gkelley8x@shutterfly.com","Male",440441,0.2,14,8,0,0.505733307608521
"323",323,"Jennifer","Nelson","jnelson8y@storify.com","Female",304067,0.8,16,5,1,0.512984573631065
"324",324,"Gloria","Moreno","gmoreno8z@pbs.org","Female",482463,0.4,12,9,0,0.485421800019242
"325",325,"Julie","Willis","jwillis90@cafepress.com","Female",206750,1,12,12,0,0.438237291772615
"326",326,"Shawn","Johnson","sjohnson91@bravesites.com","Male",437983,0.4,7,7,1,0.493622534079324
"327",327,"Justin","Martin","jmartin92@histats.com","Male",245810,0.8,19,9,0,0.484524339657757
"328",328,"Stephen","Jackson","sjackson93@newyorker.com","Male",407465,0.7,19,4,0,0.530354835375477
"329",329,"Diana","Reid","dreid94@discovery.com","Female",131652,0.7,13,11,1,0.460763605961311
"330",330,"Barbara","Clark","bclark95@independent.co.uk","Female",308479,0.1,15,10,0,0.495098399249687
"331",331,"George","Butler","gbutler96@google.ca","Male",353474,0.7,18,10,0,0.477225855086477
"332",332,"Betty","Henderson","bhenderson97@friendfeed.com","Female",389503,0.6,19,4,0,0.534330583341352
"333",333,"Dorothy","Smith","dsmith98@flavors.me","Female",273584,0.8,12,7,1,0.488540521445367
"334",334,"Stephanie","Jenkins","sjenkins99@fema.gov","Female",373245,0.1,19,10,1,0.502114295375383
"335",335,"Brenda","Harrison","bharrison9a@comsenz.com","Female",307569,0.2,20,4,0,0.552157464917332
"336",336,"Louise","Fernandez","lfernandez9b@unc.edu","Female",371036,0.5,12,3,1,0.533902133293029
"337",337,"Jesse","Olson","jolson9c@aol.com","Male",308148,0,12,12,1,0.476177651657487
"338",338,"Jennifer","Jacobs","jjacobs9d@dyndns.org","Female",65513,0.6,6,7,1,0.486453125571702
"339",339,"Deborah","Woods","dwoods9e@sitemeter.com","Female",324316,1,16,9,0,0.470721485087925
"340",340,"Jonathan","Kim","jkim9f@berkeley.edu","Male",272146,0.2,17,11,0,0.486587839404342
"341",341,"Jerry","Ramirez","jramirez9g@theglobeandmail.com","Male",335266,1,10,4,1,0.502514838643712
"342",342,"Jesse","Wilson","jwilson9h@1und1.de","Male",195892,0.4,10,5,0,0.517970433833736
"343",343,"Jason","Hansen","jhansen9i@technorati.com","Male",130266,0.2,7,11,1,0.468918548688813
"344",344,"Jonathan","Ruiz","jruiz9j@admin.ch","Male",111117,0.1,16,6,0,0.532646204183597
"345",345,"Rachel","Dunn","rdunn9k@phpbb.com","Female",442557,0,8,9,0,0.493683562080584
"346",346,"Deborah","Hunt","dhunt9l@nps.gov","Female",433598,0.5,19,4,0,0.537905058072745
"347",347,"Kevin","Jenkins","kjenkins9m@goo.gl","Male",369218,0.5,14,9,1,0.486011806462462
"348",348,"Steve","Stephens","sstephens9n@samsung.com","Male",186890,0.6,11,12,1,0.451945447034952
"349",349,"Arthur","Cole","acole9o@nymag.com","Male",444084,0.2,17,6,0,0.528492241138294
"350",350,"Eugene","Rice","erice9p@nba.com","Male",135677,0.3,9,10,0,0.477344538796213
"351",351,"Billy","West","bwest9q@fda.gov","Male",464463,0.1,13,12,0,0.473165956517784
"352",352,"Keith","Smith","ksmith9r@edublogs.org","Male",166330,0.9,11,10,0,0.457706061356898
"353",353,"Howard","Garrett","hgarrett9s@netvibes.com","Male",400390,0.8,12,11,1,0.453307617592341
"354",354,"Michael","Lawson","mlawson9t@house.gov","Male",78025,0.8,16,9,0,0.480033257000121
"355",355,"Christopher","Ortiz","cortiz9u@hao123.com","Male",163854,0.7,16,10,1,0.474734633574548
"356",356,"Scott","Knight","sknight9v@techcrunch.com","Male",380057,1,18,10,1,0.465475157962318
"357",357,"Mildred","Williams","mwilliams9w@google.com.hk","Female",148149,0.9,7,10,0,0.450388937108213
"358",358,"Bruce","Hunter","bhunter9x@dailymail.co.uk","Male",208270,0.9,18,9,0,0.479048807380942
"359",359,"Lawrence","Ray","lray9y@google.com.hk","Male",424606,0.6,15,11,0,0.466446250733606
"360",360,"Kimberly","Parker","kparker9z@wordpress.com","Female",420766,0.8,9,4,1,0.507822510618971
"361",361,"Christopher","Baker","cbakera0@hc360.com","Male",281416,0.7,16,12,1,0.45676797849438
"362",362,"Bobby","Harris","bharrisa1@tmall.com","Male",80652,0.9,17,5,1,0.512428290214941
"363",363,"Donna","Lynch","dlyncha2@cargocollective.com","Female",297718,0.2,20,12,0,0.483395262770305
"364",364,"Lisa","Rice","lricea3@issuu.com","Female",76795,0.1,15,10,1,0.496596515305215
"365",365,"Lisa","Riley","lrileya4@walmart.com","Female",230155,0.9,16,7,1,0.492396426529349
"366",366,"Jessica","Miller","jmillera5@oaic.gov.au","Female",109332,0.2,9,5,0,0.524390680904877
"367",367,"Samuel","Nelson","snelsona6@chicagotribune.com","Male",170063,0.7,8,6,0,0.49423806266021
"368",368,"Brian","Hawkins","bhawkinsa7@com.com","Male",199239,0.5,16,7,0,0.508034743722244
"369",369,"Heather","Marshall","hmarshalla8@pinterest.com","Female",374025,0.2,5,9,0,0.480831485244963
"370",370,"Jessica","Harvey","jharveya9@google.co.uk","Female",459387,0.8,6,7,1,0.476187051844003
"371",371,"Mildred","Reyes","mreyesaa@youku.com","Female",359287,0.1,6,4,0,0.529661245698238
"372",372,"Henry","Johnson","hjohnsonab@skyrock.com","Male",327078,0.6,19,9,1,0.491718048186064
"373",373,"Jerry","Watson","jwatsonac@wordpress.com","Male",433273,0.6,6,9,1,0.466868639131315
"374",374,"Justin","Weaver","jweaverad@boston.com","Male",131799,0.9,17,12,1,0.451874900134271
"375",375,"Bruce","Gomez","bgomezae@pinterest.com","Male",53658,0.3,9,5,0,0.520891078351998
"376",376,"Eugene","Bennett","ebennettaf@ustream.tv","Male",422768,0.7,11,8,0,0.480973560075408
"377",377,"Marilyn","George","mgeorgeag@vimeo.com","Female",142093,0.2,19,6,0,0.534162319766702
"378",378,"Lois","White","lwhiteah@hostgator.com","Female",486730,0.2,14,11,1,0.479624280710224
"379",379,"Matthew","Morrison","mmorrisonai@goodreads.com","Male",304896,0.9,8,10,0,0.451234050574199
"380",380,"Evelyn","Simpson","esimpsonaj@hostgator.com","Female",411811,0.6,6,10,1,0.458404179215424
"381",381,"Jack","Peterson","jpetersonak@feedburner.com","Male",365204,0.4,16,12,0,0.467804994193992
"382",382,"Sharon","Perez","sperezal@mysql.com","Female",387511,0.5,13,11,0,0.466828373430889
"383",383,"Patrick","Price","ppriceam@dion.ne.jp","Male",419996,0.6,11,8,1,0.484851086399377
"384",384,"Jonathan","Oliver","joliveran@jalbum.net","Male",406911,0.7,16,10,1,0.473162977378572
"385",385,"Karen","Gordon","kgordonao@dell.com","Female",399779,0.3,12,5,1,0.524229004016149
"386",386,"Timothy","Carter","tcarterap@prweb.com","Male",327570,0,5,3,1,0.540470502316723
"387",387,"Brian","Cunningham","bcunninghamaq@salon.com","Male",451823,0.8,19,8,1,0.491795455121014
"388",388,"Christina","Myers","cmyersar@cnn.com","Female",418065,0.9,9,7,0,0.478170661058876
"389",389,"Susan","Henry","shenryas@privacy.gov.au","Female",248252,0.3,19,8,0,0.512409796807201
"390",390,"Deborah","Peterson","dpetersonat@geocities.com","Female",256561,0.8,8,6,0,0.489819146922794
"391",391,"Marilyn","Fisher","mfisherau@reference.com","Female",82687,1,13,7,1,0.483914367994929
"392",392,"Joseph","Wood","jwoodav@upenn.edu","Male",438355,0.2,20,11,1,0.491089112799809
"393",393,"Eugene","Hart","ehartaw@discuz.net","Male",387178,0.4,13,11,1,0.470690128682797
"394",394,"Bonnie","Gordon","bgordonax@sina.com.cn","Female",476186,0.3,6,9,1,0.478169960927894
"395",395,"Brandon","Fields","bfieldsay@altervista.org","Male",349957,0.2,11,4,1,0.535155331261804
"396",396,"Scott","Spencer","sspenceraz@ning.com","Male",391689,0.7,16,4,1,0.524880831482517
"397",397,"Anthony","Campbell","acampbellb0@e-recht24.de","Male",195389,1,11,6,0,0.488071508285272
"398",398,"Paula","Duncan","pduncanb1@patch.com","Female",300594,0.3,16,10,0,0.489288852834891
"399",399,"Todd","Wheeler","twheelerb2@thetimes.co.uk","Male",286280,0.9,14,12,0,0.445299979711615
"400",400,"Jessica","Nichols","jnicholsb3@imdb.com","Female",473847,0.5,10,12,1,0.452090854903345
"401",401,"Andrea","Harris","aharrisb4@instagram.com","Female",224120,0.5,19,6,1,0.522053110416482
"402",402,"Alice","Perry","aperryb5@domainmarket.com","Female",353578,0.6,16,12,0,0.460160966272291
"403",403,"Paula","Ferguson","pfergusonb6@bbb.org","Female",449658,0.4,18,3,1,0.548405378852825
"404",404,"Theresa","Reynolds","treynoldsb7@geocities.com","Female",206805,0.9,20,11,1,0.465569148342626
"405",405,"Paula","Robertson","probertsonb8@newsvine.com","Female",91353,0.3,13,6,1,0.519478783501202
"406",406,"Joan","Gonzales","jgonzalesb9@miitbeian.gov.cn","Female",59818,0.8,19,9,0,0.485727001910652
"407",407,"Kevin","Henderson","khendersonba@topsy.com","Male",437866,0.3,19,8,1,0.511183713962667
"408",408,"Shirley","Palmer","spalmerbb@homestead.com","Female",230045,0.3,8,12,1,0.457669189279581
"409",409,"Nicholas","Weaver","nweaverbc@bravesites.com","Male",113958,0,15,8,1,0.51742228894534
"410",410,"Beverly","Phillips","bphillipsbd@oaic.gov.au","Female",498223,0.9,11,8,1,0.472766448625144
"411",411,"Jennifer","Murray","jmurraybe@stumbleupon.com","Female",376056,0.2,16,8,1,0.509866977320086
"412",412,"Arthur","Hunt","ahuntbf@lulu.com","Male",498033,0.1,9,6,1,0.517133625278678
"413",413,"Jerry","Frazier","jfrazierbg@ca.gov","Male",204227,0.5,5,3,1,0.521970053312711
"414",414,"Rebecca","Rodriguez","rrodriguezbh@unblog.fr","Female",173669,0.1,13,6,1,0.5266657154475
"415",415,"Shawn","Gilbert","sgilbertbi@pen.io","Male",270740,0.1,19,6,0,0.537190063999972
"416",416,"Michelle","Johnson","mjohnsonbj@weibo.com","Female",131074,0.3,5,8,0,0.48714609160797
"417",417,"Michelle","Mitchell","mmitchellbk@jiathis.com","Female",292623,0.7,13,6,1,0.502738922556802
"418",418,"Diana","Austin","daustinbl@dyndns.org","Female",97405,0.5,7,10,0,0.466155466198127
"419",419,"Larry","Hunt","lhuntbm@bravesites.com","Male",326670,0.9,17,9,0,0.476424537225972
"420",420,"Carl","Harvey","charveybn@macromedia.com","Male",293748,0.1,5,12,0,0.459400461954255
"421",421,"Victor","Vasquez","vvasquezbo@dailymail.co.uk","Male",77225,0.4,18,12,1,0.47338446836905
"422",422,"Jeremy","King","jkingbp@meetup.com","Male",137332,0.3,15,4,0,0.540105292232817
"423",423,"Teresa","Rice","tricebq@networkadvertising.org","Female",479966,0.3,7,7,0,0.497210665434003
"424",424,"Sara","Harper","sharperbr@state.tx.us","Female",379188,0.5,13,9,1,0.484088666829673
"425",425,"Louise","Brown","lbrownbs@instagram.com","Female",283586,0.1,15,4,0,0.546878788014519
"426",426,"Nicholas","Harvey","nharveybt@tripadvisor.com","Male",276938,0.9,20,10,1,0.47371889163355
"427",427,"Todd","Griffin","tgriffinbu@seattletimes.com","Male",162563,0.8,17,7,0,0.498551763786869
"428",428,"Shawn","Perkins","sperkinsbv@wordpress.org","Male",113538,0.5,15,11,1,0.472317281949821
"429",429,"Randy","Turner","rturnerbw@admin.ch","Male",328928,0.2,9,6,1,0.51436749073522
"430",430,"Earl","West","ewestbx@nature.com","Male",298187,0.4,20,8,1,0.510085976471054
"431",431,"John","Collins","jcollinsby@cargocollective.com","Male",145118,0.2,17,3,0,0.556235129117039
"432",432,"Shirley","Tucker","stuckerbz@nationalgeographic.com","Female",499724,0.8,11,8,1,0.476616344858536
"433",433,"Raymond","Andrews","randrewsc0@ft.com","Male",460147,0.4,9,10,1,0.471386847511213
"434",434,"Mary","Sullivan","msullivanc1@utexas.edu","Female",437185,0.6,12,8,1,0.486598610392104
"435",435,"Albert","Anderson","aandersonc2@naver.com","Male",153467,0.2,11,6,1,0.519219400545298
"436",436,"Irene","Dunn","idunnc3@redcross.org","Female",53338,0.5,11,9,0,0.482478336316883
"437",437,"Terry","Bell","tbellc4@bbb.org","Male",61600,0.9,9,8,1,0.471872398950993
"438",438,"Alice","Baker","abakerc5@theguardian.com","Female",93225,0.4,7,8,0,0.487248572118788
"439",439,"Steve","Oliver","soliverc6@examiner.com","Male",95126,0.6,20,7,1,0.512283043942331
"440",440,"Earl","Garza","egarzac7@free.fr","Male",377806,0.4,5,10,0,0.464484594924458
"441",441,"Marilyn","Matthews","mmatthewsc8@theglobeandmail.com","Female",373210,0.4,9,10,1,0.47194899990637
"442",442,"Eugene","Richards","erichardsc9@yahoo.com","Male",359260,0,14,10,1,0.496770969362907
"443",443,"Martha","Ross","mrossca@barnesandnoble.com","Female",476213,0.3,8,8,0,0.490490367084652
"444",444,"Cynthia","Fuller","cfullercb@webs.com","Female",123138,1,7,8,0,0.463897536516898
"445",445,"Anne","Jones","ajonescc@cam.ac.uk","Female",65378,0.7,18,8,0,0.496295217834907
"446",446,"Jeffrey","Simmons","jsimmonscd@phoca.cz","Male",311732,0.1,8,9,0,0.490669901240077
"447",447,"Carol","Walker","cwalkerce@examiner.com","Female",466751,0.6,6,6,0,0.49246187631862
"448",448,"Gloria","Moreno","gmorenocf@twitter.com","Female",85676,0.1,18,8,1,0.519321578857351
"449",449,"Karen","Brown","kbrowncg@boston.com","Female",191906,0.4,15,8,1,0.501479853236174
"450",450,"Kimberly","Mccoy","kmccoych@hao123.com","Female",332193,0.3,9,4,1,0.527693251753745
"451",451,"Diane","Morgan","dmorganci@globo.com","Female",152702,0.4,6,8,0,0.485005310114315
"452",452,"Melissa","Burke","mburkecj@narod.ru","Female",233382,0.7,15,6,1,0.506839330113926
"453",453,"Bobby","Collins","bcollinsck@hatena.ne.jp","Male",173993,0.5,13,11,0,0.46820902442079
"454",454,"Virginia","Taylor","vtaylorcl@lulu.com","Female",459559,0.5,11,4,1,0.522867816330572
"455",455,"Chris","Day","cdaycm@sitemeter.com","Male",132306,0.1,9,3,0,0.545308203516496
"456",456,"Carlos","Sims","csimscn@upenn.edu","Male",475144,0.2,9,3,0,0.53923174099262
"457",457,"Lawrence","Greene","lgreeneco@icio.us","Male",192339,0.2,12,8,1,0.503620242651034
"458",458,"Teresa","Kelley","tkelleycp@ycombinator.com","Female",183280,0.5,16,4,1,0.533947650646938
"459",459,"Ruby","Roberts","rrobertscq@sakura.ne.jp","Female",148557,0.6,17,11,1,0.471948583092472
"460",460,"Joseph","Kennedy","jkennedycr@buzzfeed.com","Male",240441,0.2,16,3,0,0.553760079556557
"461",461,"Alan","Hill","ahillcs@upenn.edu","Male",276333,0.3,6,8,0,0.488065488827888
"462",462,"Barbara","Gomez","bgomezct@bloglines.com","Female",405038,0.6,7,9,1,0.468909883983947
"463",463,"Brandon","Gonzalez","bgonzalezcu@delicious.com","Male",272726,0.5,17,6,0,0.518021470941101
"464",464,"Gregory","Banks","gbankscv@imageshack.us","Male",57717,0.8,12,7,0,0.489936361548951
"465",465,"Debra","Cunningham","dcunninghamcw@creativecommons.org","Female",361111,0.1,13,11,1,0.482437489245585
"466",466,"Jose","Morris","jmorriscx@tripod.com","Male",424207,0.9,18,4,0,0.520668702595983
"467",467,"Todd","Gray","tgraycy@oaic.gov.au","Male",104158,0.1,5,9,1,0.48643610238164
"468",468,"Margaret","Fisher","mfishercz@ca.gov","Female",153777,0.6,19,12,0,0.467028935069615
"469",469,"Earl","Mitchell","emitchelld0@goodreads.com","Male",64029,0.5,18,5,1,0.529832857527948
"470",470,"Sarah","George","sgeorged1@xrea.com","Female",452367,0.9,11,4,0,0.507475913247602
"471",471,"Betty","Henry","bhenryd2@yahoo.com","Female",377079,0.6,7,12,0,0.443280959815623
"472",472,"Gary","Perez","gperezd3@sphinn.com","Male",450728,0.8,10,3,0,0.518090679375945
"473",473,"Eric","Gordon","egordond4@wired.com","Male",92322,0.3,15,3,0,0.548999573674765
"474",474,"Shawn","Porter","sporterd5@exblog.jp","Male",209997,1,6,3,0,0.504493404861746
"475",475,"Roy","Gomez","rgomezd6@mapy.cz","Male",104290,1,15,9,1,0.470285546557962
"476",476,"Harold","Henry","hhenryd7@drupal.org","Male",323346,0.6,12,8,0,0.487334716612841
"477",477,"Kenneth","Hunt","khuntd8@admin.ch","Male",179991,0.8,16,12,1,0.453564211250183
"478",478,"Ann","Campbell","acampbelld9@soup.io","Female",240054,0.5,10,5,1,0.513825271317634
"479",479,"Carol","Wood","cwoodda@umn.edu","Female",213019,0.5,5,5,1,0.504706727264154
"480",480,"Paul","Evans","pevansdb@nih.gov","Male",250019,0.3,14,10,1,0.485898537958979
"481",481,"Paul","Long","plongdc@cnbc.com","Male",353833,0.3,13,12,0,0.466162108677407
"482",482,"Louis","Campbell","lcampbelldd@sun.com","Male",472752,0.3,20,12,0,0.478403855177205
"483",483,"William","Hughes","whughesde@spiegel.de","Male",319916,0.2,16,4,0,0.54464294038661
"484",484,"Howard","Harris","hharrisdf@sciencedirect.com","Male",305615,0,5,5,0,0.523405992648923
"485",485,"Teresa","Lee","tleedg@bravesites.com","Female",284065,0.2,17,7,0,0.520923719078733
"486",486,"Jacqueline","Ross","jrossdh@ucoz.ru","Female",251182,0.7,10,12,1,0.445811448251315
"487",487,"Mark","Henry","mhenrydi@state.gov","Male",205054,0.3,14,5,1,0.529205478784073
"488",488,"Sara","Anderson","sandersondj@purevolume.com","Female",438975,0.7,8,3,0,0.51830893552621
"489",489,"Jimmy","Collins","jcollinsdk@npr.org","Male",409097,0.7,11,5,0,0.506871672324875
"490",490,"Gregory","Marshall","gmarshalldl@macromedia.com","Male",292534,0.4,16,10,0,0.485481368434893
"491",491,"Emily","Martinez","emartinezdm@google.com.au","Female",396588,0.5,9,6,1,0.502351181340844
"492",492,"James","Ellis","jellisdn@toplist.cz","Male",252324,0.8,10,10,0,0.459150937021372
"493",493,"Annie","Richards","arichardsdo@geocities.com","Female",156640,0.9,11,11,0,0.449165481285082
"494",494,"Thomas","West","twestdp@hc360.com","Male",129282,0.6,5,9,1,0.466975635437605
"495",495,"Christopher","Ferguson","cfergusondq@google.ru","Male",123554,1,6,5,0,0.487845887770856
"496",496,"Rose","King","rkingdr@rediff.com","Female",336507,0.3,10,12,1,0.460698127400968
"497",497,"Catherine","Cruz","ccruzds@domainmarket.com","Female",478892,0.1,14,5,0,0.53515399036821
"498",498,"Terry","Patterson","tpattersondt@meetup.com","Male",230193,0.1,15,9,0,0.504207850102831
"499",499,"Doris","Green","dgreendu@github.io","Female",237746,0.7,18,9,1,0.486577413557546
"500",500,"Justin","Nguyen","jnguyendv@cargocollective.com","Male",218098,0.3,11,11,1,0.47192569334236
"501",501,"Clarence","Dean","cdeandw@elegantthemes.com","Male",372996,0.1,19,7,1,0.527925618231982
"502",502,"Jason","Warren","jwarrendx@ed.gov","Male",238318,0.8,13,4,1,0.516436942951532
"503",503,"Ronald","Edwards","redwardsdy@huffingtonpost.com","Male",272368,0.9,16,7,1,0.492123468651152
"504",504,"Ronald","Fields","rfieldsdz@privacy.gov.au","Male",130019,0.2,10,6,0,0.517512348524703
"505",505,"Joan","Griffin","jgriffine0@ameblo.jp","Female",128492,0.1,15,4,0,0.547881657489822
"506",506,"Mary","Mccoy","mmccoye1@ovh.net","Female",402792,0.1,10,4,1,0.536814619791582
"507",507,"Anne","Gonzales","agonzalese2@about.com","Female",183051,0.3,12,11,1,0.474010985978051
"508",508,"Joseph","Richards","jrichardse3@w3.org","Male",249896,0.8,15,3,1,0.528682657983494
"509",509,"Laura","Howard","lhowarde4@seattletimes.com","Female",159314,0.2,13,6,0,0.522898935802987
"510",510,"Russell","Hawkins","rhawkinse5@cyberchimps.com","Male",312202,0.9,12,3,1,0.518844157927725
"511",511,"Joyce","Graham","jgrahame6@etsy.com","Female",212907,0.8,20,11,0,0.46938929357046
"512",512,"David","Diaz","ddiaze7@domainmarket.com","Male",299133,0.4,12,11,0,0.469400774055371
"513",513,"Emily","Simpson","esimpsone8@tinyurl.com","Female",374266,0.8,9,12,0,0.439297288389932
"514",514,"John","James","jjamese9@cbslocal.com","Male",311363,0.5,15,4,0,0.53126076823663
"515",515,"Judith","Nelson","jnelsonea@latimes.com","Female",167630,0.6,5,6,1,0.492537382210421
"516",516,"Mildred","Rivera","mriveraeb@who.int","Female",197695,0.8,9,4,1,0.509264933257664
"517",517,"Todd","Mcdonald","tmcdonaldec@comcast.net","Male",120013,0.5,19,10,1,0.488313337175539
"518",518,"Norma","Jenkins","njenkinsed@statcounter.com","Female",269107,0.8,16,11,1,0.461591206586643
"519",519,"Janice","Day","jdayee@gnu.org","Female",205646,0.8,7,6,1,0.488289702133157
"520",520,"Barbara","Cunningham","bcunninghamef@craigslist.org","Female",363492,0.2,13,3,1,0.547388391932132
"521",521,"Lori","Day","ldayeg@auda.org.au","Female",352517,1,13,11,0,0.447756641751379
"522",522,"Virginia","Peters","vpeterseh@cdbaby.com","Female",404115,0.3,18,9,1,0.500940045653434
"523",523,"Johnny","Mendoza","jmendozaei@auda.org.au","Male",347423,0.8,17,12,1,0.454340233324216
"524",524,"Janet","Garcia","jgarciaej@about.me","Female",412033,0.2,10,6,0,0.515688788411429
"525",525,"Gloria","Moreno","gmorenoek@go.com","Female",183450,0,17,4,1,0.5551032329986
"526",526,"Earl","Schmidt","eschmidtel@google.fr","Male",432525,1,14,11,0,0.449097965262018
"527",527,"Gloria","Harris","gharrisem@blog.com","Female",131392,0.8,5,11,1,0.442036312553747
"528",528,"Tina","Ross","trossen@goo.ne.jp","Female",289071,0.1,16,6,0,0.531495517280119
"529",529,"Ruth","Hill","rhilleo@cam.ac.uk","Female",426364,0.1,9,11,1,0.47458086371508
"530",530,"Arthur","Edwards","aedwardsep@mlb.com","Male",184219,0.1,10,4,0,0.538227957443751
